prompt,price,firstl,midl,lastl
" This House has an area of 3750 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4445000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14453125  0.05029297  0.06640625 ...  0.09521484 -0.0625
  -0.02563477]]","[[ 4.21875    -0.91015625  2.0625     ...  2.4375      0.87890625
   0.03613281]]"
" This House has an area of 3968 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4410000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15136719  0.08007812  0.05761719 ...  0.1015625  -0.03955078
  -0.01367188]]","[[ 4.09375    -0.6328125   1.8046875  ...  2.59375     1.265625
  -0.26367188]]"
" This House has an area of 4900 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4410000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12890625  0.02416992  0.08789062 ...  0.12402344 -0.06396484
  -0.02966309]]","[[ 3.859375   -1.1484375   1.7734375  ...  2.640625    1.03125
  -0.13183594]]"
" This House has an area of 2880 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",4403000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.04101562  0.07910156 ...  0.13476562 -0.07128906
  -0.03955078]]","[[ 3.65625    -1.1796875   1.796875   ...  2.8125      1.2421875
  -0.30078125]]"
" This House has an area of 4880 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 2 parking slots. It is located in a preferred area. What is the price of this house?",4403000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.125       0.03710938  0.05664062 ...  0.11132812 -0.08789062
  -0.03344727]]",[[ 3.6875    -1.0234375  1.9140625 ...  2.234375   0.8515625 -0.078125 ]]
" This House has an area of 4920 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4403000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12695312  0.05102539  0.06542969 ...  0.11914062 -0.06542969
  -0.02233887]]","[[ 4.125      -0.5546875   2.046875   ...  2.390625    0.8515625
   0.00610352]]"
" This House has an area of 4950 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4382000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13183594  0.06347656  0.06884766 ...  0.1171875  -0.05322266
  -0.02026367]]",[[ 4.03125   -0.640625   1.9296875 ...  2.609375   1.3046875 -0.1796875]]
" This House has an area of 3900 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4375000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13574219  0.05297852  0.05126953 ...  0.12792969 -0.07275391
  -0.02844238]]","[[ 4.09375    -0.23925781  2.015625   ...  2.546875    0.93359375
   0.10449219]]"
" This House has an area of 4500 sqft. It has 3 bedrooms and 2 bathrooms . It is a 3 storey house on the mainroad. The house is furnished and comes with facilities like hot water heating,  along with 1 parking slots. What is the price of this house?",4340000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14160156  0.02490234  0.04101562 ...  0.14941406 -0.05688477
  -0.02954102]]","[[ 4.53125     0.734375    2.390625   ...  1.8515625   0.5625
  -0.01916504]]"
" This House has an area of 1905 sqft. It has 5 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4340000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14941406  0.05102539  0.08203125 ...  0.09960938 -0.05029297
  -0.01538086]]",[[ 4.03125   -0.9296875  1.9140625 ...  2.515625   1.21875   -0.265625 ]]
" This House has an area of 4075 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",4340000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13964844  0.05957031  0.05932617 ...  0.08251953 -0.06787109
  -0.01574707]]","[[ 4.28125    -0.65625     2.1875     ...  2.046875    0.5859375
   0.14160156]]"
" This House has an area of 3500 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",4340000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.03564453  0.06933594 ...  0.14746094 -0.07128906
  -0.03833008]]","[[ 4.28125     0.28125     2.09375    ...  2.453125    0.65625
  -0.11962891]]"
" This House has an area of 6450 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4340000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1328125   0.0546875   0.07324219 ...  0.12011719 -0.05761719
  -0.02929688]]","[[ 4.09375    -0.76953125  1.9296875  ...  2.640625    1.1796875
  -0.16308594]]"
" This House has an area of 4032 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4319000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14257812  0.03295898  0.06542969 ...  0.11230469 -0.07421875
  -0.02099609]]","[[ 3.984375   -1.296875    2.21875    ...  1.90625     0.734375
   0.09765625]]"
" This House has an area of 4400 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4305000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12695312  0.05126953  0.05981445 ...  0.12353516 -0.06591797
  -0.01586914]]","[[ 4.21875    -0.32421875  2.125      ...  2.4375      0.85546875
   0.10498047]]"
" This House has an area of 10360 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. It is located in a preferred area. What is the price of this house?",4305000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12695312  0.04052734  0.07617188 ...  0.13085938 -0.08691406
  -0.03466797]]",[[ 3.671875  -1.3203125  1.703125  ...  2.65625    1.140625  -0.203125 ]]
" This House has an area of 3400 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. It is located in a preferred area. What is the price of this house?",4277000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12451172  0.02197266  0.09326172 ...  0.12695312 -0.08642578
  -0.03613281]]","[[ 3.5625     -1.15625     1.828125   ...  2.65625     0.80078125
  -0.30078125]]"
" This House has an area of 6360 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4270000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14257812  0.04956055  0.04760742 ...  0.1171875  -0.06640625
  -0.02172852]]","[[ 4.15625    -0.55859375  2.234375   ...  2.21875     0.76953125
   0.01239014]]"
" This House has an area of 6360 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4270000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13378906  0.04492188  0.05541992 ...  0.11621094 -0.07226562
  -0.03173828]]","[[ 4.125      -0.59375     1.953125   ...  2.515625    0.96484375
   0.02453613]]"
" This House has an area of 4500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",4270000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14355469  0.05004883  0.04248047 ...  0.12353516 -0.06445312
   0.00219727]]",[[4.40625    0.453125   2.65625    ... 1.9375     0.3984375  0.21484375]]
" This House has an area of 2175 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house . It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4270000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1640625   0.07226562  0.05029297 ...  0.07519531 -0.05371094
  -0.00732422]]","[[ 4.28125    -0.51953125  1.9375     ...  2.3125      0.8046875
   0.01794434]]"
" This House has an area of 4360 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4270000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14257812  0.05322266  0.05395508 ...  0.12011719 -0.06640625
  -0.02758789]]","[[ 4.25       -0.45898438  2.09375    ...  2.4375      0.77734375
   0.02490234]]"
" This House has an area of 7770 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4270000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13964844  0.04833984  0.04394531 ...  0.12353516 -0.07324219
  -0.01611328]]","[[ 4.125      -0.19628906  2.265625   ...  1.9453125   0.5546875
   0.17480469]]"
" This House has an area of 6650 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4235000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.140625    0.06738281  0.05761719 ...  0.09960938 -0.05761719
  -0.02246094]]","[[ 4.34375    -0.58984375  2.046875   ...  2.328125    0.890625
   0.15234375]]"
" This House has an area of 2787 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",4235000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13964844  0.02099609  0.08007812 ...  0.12255859 -0.08691406
  -0.03710938]]","[[ 3.546875   -1.5546875   1.828125   ...  2.46875     0.83984375
  -0.11962891]]"
" This House has an area of 5500 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13476562  0.06225586  0.05126953 ...  0.12207031 -0.0703125
  -0.00915527]]","[[ 4.09375    -0.24707031  2.09375    ...  2.46875     0.953125
   0.15820312]]"
" This House has an area of 5040 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13574219  0.05639648  0.04638672 ...  0.09814453 -0.07617188
  -0.00390625]]","[[ 4.15625    -0.61328125  2.296875   ...  2.0625      0.47265625
   0.04858398]]"
" This House has an area of 5850 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.0612793   0.06054688 ...  0.08935547 -0.06542969
  -0.0201416 ]]","[[ 4.25       -0.68359375  2.265625   ...  2.109375    0.5625
   0.16015625]]"
" This House has an area of 2610 sqft. It has 4 bedrooms and 3 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15429688  0.08642578  0.06201172 ...  0.10058594 -0.03955078
  -0.0111084 ]]","[[ 4.1875     -0.58203125  1.8671875  ...  2.546875    1.375
  -0.28320312]]"
" This House has an area of 2953 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12890625  0.03564453  0.06542969 ...  0.11083984 -0.07275391
  -0.02233887]]","[[ 3.90625    -1.0546875   1.8671875  ...  2.34375     0.87890625
  -0.01806641]]"
" This House has an area of 2747 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15332031  0.08496094  0.05908203 ...  0.09912109 -0.03735352
  -0.01135254]]","[[ 4.09375    -0.5546875   1.8359375  ...  2.609375    1.2890625
  -0.24609375]]"
" This House has an area of 4410 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14257812  0.08105469  0.02685547 ...  0.10107422 -0.06005859
  -0.00390625]]","[[ 4.375      -0.20898438  2.0625     ...  2.21875     0.96484375
  -0.02478027]]"
" This House has an area of 4000 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15429688  0.08447266  0.05639648 ...  0.11816406 -0.04663086
  -0.00048828]]",[[4.21875    0.02075195 2.1875     ... 2.5        1.0546875  0.03735352]]
" This House has an area of 2325 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15625     0.07910156  0.06054688 ...  0.10449219 -0.04248047
  -0.01647949]]","[[ 4.21875    -0.55078125  1.875      ...  2.53125     1.3125
  -0.29882812]]"
" This House has an area of 4600 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13769531  0.06738281  0.05712891 ...  0.1171875  -0.05029297
  -0.00628662]]","[[ 4.25       -0.11474609  2.109375   ...  2.390625    1.046875
   0.12207031]]"
" This House has an area of 3640 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12988281  0.03833008  0.05761719 ...  0.11816406 -0.07128906
  -0.02478027]]","[[ 4.         -0.90625     1.8984375  ...  2.359375    0.8203125
   0.13378906]]"
" This House has an area of 5800 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like hot water heating,  along with 2 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.04663086  0.03808594 ...  0.11865234 -0.05883789
  -0.01239014]]",[[4.53125    0.21679688 2.53125    ... 1.71875    0.61328125 0.18945312]]
" This House has an area of 7000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 3 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.03662109  0.05786133 ...  0.14941406 -0.06738281
  -0.02612305]]","[[ 4.21875     0.29296875  2.234375   ...  2.25        0.578125
  -0.1015625 ]]"
" This House has an area of 4079 sqft. It has 3 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13183594  0.06005859  0.06933594 ...  0.11621094 -0.0559082
  -0.02807617]]","[[ 4.15625    -0.6328125   1.8125     ...  2.46875     1.2109375
  -0.15820312]]"
" This House has an area of 3520 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13964844  0.03857422  0.07617188 ...  0.13378906 -0.07324219
  -0.04223633]]",[[ 3.6875    -1.3203125  1.640625  ...  2.84375    1.1875    -0.3125   ]]
" This House has an area of 2145 sqft. It has 3 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. It is located in a preferred area. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.04199219  0.06152344 ...  0.11816406 -0.08935547
  -0.03686523]]","[[ 3.84375    -0.8515625   1.828125   ...  2.4375      0.88671875
  -0.00601196]]"
" This House has an area of 4500 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14355469  0.03759766  0.06542969 ...  0.12304688 -0.07421875
  -0.01806641]]","[[ 3.984375   -0.76953125  2.375      ...  2.          0.65625
   0.21777344]]"
" This House has an area of 8250 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 3 parking slots. What is the price of this house?",4193000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12060547  0.03100586  0.06933594 ...  0.1171875  -0.07421875
  -0.02478027]]","[[ 4.0625     -1.0625      2.171875   ...  1.84375     0.6015625
   0.00610352]]"
" This House has an area of 3450 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4193000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12792969  0.05444336  0.06933594 ...  0.125      -0.06640625
  -0.02587891]]","[[ 4.15625    -0.42773438  2.078125   ...  2.484375    0.9140625
   0.00613403]]"
" This House has an area of 4840 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4165000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12695312  0.05395508  0.06445312 ...  0.1171875  -0.07226562
  -0.02124023]]","[[ 4.125      -0.42578125  2.0625     ...  2.390625    0.88671875
  -0.03051758]]"
" This House has an area of 4080 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",4165000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12597656  0.06103516  0.06054688 ...  0.11474609 -0.06738281
  -0.02282715]]","[[ 4.25       -0.14648438  2.03125    ...  2.3125      0.72265625
   0.04956055]]"
" This House has an area of 4046 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4165000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12695312  0.02441406  0.08496094 ...  0.11914062 -0.07763672
  -0.02856445]]","[[ 3.90625    -1.078125    1.8984375  ...  2.234375    0.87890625
  -0.0480957 ]]"
" This House has an area of 4632 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4130000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1328125   0.06445312  0.0703125  ...  0.11425781 -0.04882812
  -0.01904297]]","[[ 4.03125    -0.73828125  1.7421875  ...  2.5625      1.28125
  -0.22753906]]"
" This House has an area of 5985 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4130000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.02807617  0.07568359 ...  0.11816406 -0.06054688
  -0.02453613]]","[[ 3.78125    -1.359375    1.8828125  ...  2.265625    1.1171875
  -0.09570312]]"
" This House has an area of 6060 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4123000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12402344  0.02294922  0.08007812 ...  0.12158203 -0.07519531
  -0.02734375]]","[[ 3.796875   -1.28125     2.03125    ...  2.0625      0.91015625
  -0.03027344]]"
" This House has an area of 3600 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",4098500,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1484375   0.0324707   0.07226562 ...  0.11035156 -0.08300781
  -0.02392578]]","[[ 3.65625    -1.0859375   2.09375    ...  2.296875    0.51953125
   0.02429199]]"
" This House has an area of 3680 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4095000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.06079102  0.06835938 ...  0.11621094 -0.05517578
  -0.02575684]]","[[ 4.1875     -0.51171875  1.828125   ...  2.5625      1.203125
  -0.09814453]]"
" This House has an area of 4040 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4095000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1328125   0.0456543   0.06640625 ...  0.12207031 -0.07421875
  -0.02661133]]","[[ 4.15625    -0.52734375  1.984375   ...  2.40625     0.9453125
   0.02429199]]"
" This House has an area of 5600 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4095000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13378906  0.05761719  0.06201172 ...  0.11914062 -0.04882812
  -0.00976562]]","[[ 4.03125    -0.54296875  2.09375    ...  2.5625      1.1953125
  -0.11523438]]"
" This House has an area of 5900 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house . It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4060000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13769531  0.05810547  0.05249023 ...  0.10009766 -0.06689453
  -0.00952148]]","[[ 4.15625    -0.41210938  2.0625     ...  2.125       0.77734375
   0.05493164]]"
" This House has an area of 4992 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",4060000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12890625  0.06445312  0.04248047 ...  0.11376953 -0.08740234
  -0.01293945]]",[[4.21875    0.14941406 2.234375   ... 2.125      0.56640625 0.2734375 ]]
" This House has an area of 4340 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4060000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13183594  0.05078125  0.0703125  ...  0.12255859 -0.05639648
  -0.02294922]]","[[ 4.03125    -0.82421875  1.765625   ...  2.484375    1.2421875
  -0.16308594]]"
" This House has an area of 3000 sqft. It has 4 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",4060000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13183594  0.04638672  0.07421875 ...  0.12207031 -0.06835938
  -0.01281738]]","[[ 4.25       -0.2421875   2.484375   ...  2.15625     0.5546875
   0.07470703]]"
