prompt,price
" This House has an area of 4950 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4382000
" This House has an area of 3900 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4375000
" This House has an area of 4500 sqft. It has 3 bedrooms and 2 bathrooms . It is a 3 storey house on the mainroad. The house is furnished and comes with facilities like hot water heating,  along with 1 parking slots. What is the price of this house?",4340000
" This House has an area of 1905 sqft. It has 5 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4340000
" This House has an area of 4075 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",4340000
" This House has an area of 3500 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",4340000
" This House has an area of 6450 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4340000
" This House has an area of 4032 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4319000
" This House has an area of 4400 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4305000
" This House has an area of 10360 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. It is located in a preferred area. What is the price of this house?",4305000
" This House has an area of 3400 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. It is located in a preferred area. What is the price of this house?",4277000
" This House has an area of 6360 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4270000
" This House has an area of 6360 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4270000
" This House has an area of 4500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",4270000
" This House has an area of 2175 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house . It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4270000
" This House has an area of 4360 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4270000
" This House has an area of 7770 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4270000
" This House has an area of 6650 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4235000
" This House has an area of 2787 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",4235000
" This House has an area of 5500 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4200000
" This House has an area of 5040 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4200000
" This House has an area of 5850 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",4200000
" This House has an area of 2610 sqft. It has 4 bedrooms and 3 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000
" This House has an area of 2953 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4200000
" This House has an area of 2747 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000
" This House has an area of 4410 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4200000
" This House has an area of 4000 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000
" This House has an area of 2325 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000
" This House has an area of 4600 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",4200000
" This House has an area of 3640 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000
" This House has an area of 5800 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like hot water heating,  along with 2 parking slots. What is the price of this house?",4200000
" This House has an area of 7000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 3 parking slots. What is the price of this house?",4200000
" This House has an area of 4079 sqft. It has 3 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000
" This House has an area of 3520 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",4200000
" This House has an area of 2145 sqft. It has 3 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. It is located in a preferred area. What is the price of this house?",4200000
" This House has an area of 4500 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4200000
" This House has an area of 8250 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 3 parking slots. What is the price of this house?",4193000
" This House has an area of 3450 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4193000
" This House has an area of 4840 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4165000
" This House has an area of 4080 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",4165000
" This House has an area of 4046 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4165000
" This House has an area of 4632 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4130000
" This House has an area of 5985 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4130000
" This House has an area of 6060 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4123000
" This House has an area of 3600 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",4098500
" This House has an area of 3680 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4095000
" This House has an area of 4040 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4095000
" This House has an area of 5600 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4095000
" This House has an area of 5900 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house . It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",4060000
" This House has an area of 4992 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",4060000
" This House has an area of 4340 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",4060000
" This House has an area of 3000 sqft. It has 4 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",4060000
" This House has an area of 4320 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 2 parking slots. It is located in a preferred area. What is the price of this house?",4060000
" This House has an area of 3630 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like hot water heating,  along with 2 parking slots. What is the price of this house?",4025000
" This House has an area of 3460 sqft. It has 3 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",4025000
" This House has an area of 5400 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 3 parking slots. What is the price of this house?",4025000
" This House has an area of 4500 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4007500
" This House has an area of 3460 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",4007500
" This House has an area of 4100 sqft. It has 4 bedrooms and 1 bathrooms . It is a 1 storey house . It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3990000
" This House has an area of 6480 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",3990000
" This House has an area of 4500 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3990000
" This House has an area of 3960 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3990000
" This House has an area of 4050 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3990000
" This House has an area of 7260 sqft. It has 3 bedrooms and 2 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 3 parking slots. What is the price of this house?",3920000
" This House has an area of 5500 sqft. It has 4 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3920000
" This House has an area of 3000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3920000
" This House has an area of 3290 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like hot water heating,  along with 1 parking slots. What is the price of this house?",3920000
" This House has an area of 3816 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",3920000
" This House has an area of 8080 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",3920000
" This House has an area of 2145 sqft. It has 4 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3920000
" This House has an area of 3780 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3885000
" This House has an area of 3180 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3885000
" This House has an area of 5300 sqft. It has 5 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3850000
" This House has an area of 3180 sqft. It has 2 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3850000
" This House has an area of 7152 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3850000
" This House has an area of 4080 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3850000
" This House has an area of 3850 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3850000
" This House has an area of 2015 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3850000
" This House has an area of 2176 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3850000
" This House has an area of 3350 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3836000
" This House has an area of 3150 sqft. It has 2 bedrooms and 2 bathrooms . It is a 1 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3815000
" This House has an area of 4820 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3780000
" This House has an area of 3420 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like hot water heating,  along with 1 parking slots. What is the price of this house?",3780000
" This House has an area of 3600 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3780000
" This House has an area of 5830 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3780000
" This House has an area of 2856 sqft. It has 3 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3780000
" This House has an area of 8400 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3780000
" This House has an area of 8250 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3773000
" This House has an area of 2520 sqft. It has 5 bedrooms and 2 bathrooms . It is a 1 storey house . It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",3773000
" This House has an area of 6930 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house . The house is furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3773000
" This House has an area of 3480 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3745000
" This House has an area of 3600 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3710000
" This House has an area of 4040 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3710000
" This House has an area of 6020 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3710000
" This House has an area of 4050 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3710000
" This House has an area of 3584 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like hot water heating,  along with 0 parking slots. What is the price of this house?",3710000
" This House has an area of 3120 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like hot water heating,  along with 0 parking slots. What is the price of this house?",3703000
" This House has an area of 5450 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3703000
" This House has an area of 3630 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3675000
" This House has an area of 3630 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3675000
" This House has an area of 5640 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3675000
" This House has an area of 3600 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3675000
" This House has an area of 4280 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",3640000
" This House has an area of 3570 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3640000
" This House has an area of 3180 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3640000
" This House has an area of 3000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3640000
" This House has an area of 3520 sqft. It has 2 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3640000
" This House has an area of 5960 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3640000
" This House has an area of 4130 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3640000
" This House has an area of 2850 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house . It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3640000
" This House has an area of 2275 sqft. It has 3 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. The house is semi-furnished and comes with facilities like hot water heating, air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3640000
" This House has an area of 3520 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 2 parking slots. It is located in a preferred area. What is the price of this house?",3633000
" This House has an area of 4500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3605000
" This House has an area of 4000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3605000
" This House has an area of 3150 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3570000
" This House has an area of 4500 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3570000
" This House has an area of 4500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3570000
" This House has an area of 3640 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3570000
" This House has an area of 3850 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3535000
" This House has an area of 4240 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3500000
" This House has an area of 3650 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3500000
" This House has an area of 4600 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3500000
" This House has an area of 2135 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3500000
" This House has an area of 3036 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3500000
" This House has an area of 3990 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3500000
" This House has an area of 7424 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3500000
" This House has an area of 3480 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3500000
" This House has an area of 3600 sqft. It has 6 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3500000
" This House has an area of 3640 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3500000
" This House has an area of 5900 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3500000
" This House has an area of 3120 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3500000
" This House has an area of 7350 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3500000
" This House has an area of 3512 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. It is located in a preferred area. What is the price of this house?",3500000
" This House has an area of 9500 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 3 parking slots. It is located in a preferred area. What is the price of this house?",3500000
" This House has an area of 5880 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3500000
" This House has an area of 12944 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3500000
" This House has an area of 4900 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3493000
" This House has an area of 3060 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3465000
" This House has an area of 5320 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. It is located in a preferred area. What is the price of this house?",3465000
" This House has an area of 2145 sqft. It has 3 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3465000
" This House has an area of 4000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3430000
" This House has an area of 3185 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3430000
" This House has an area of 3850 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3430000
